group,imu,point,corr
trunk,acc_x,MIDASIS_y,0.5233250166672225
additional_points,acc_x,PO_y,0.5233250166672225
head_neck,acc_x,c7_y,0.5176251761078318
feet,acc_y,r_heel_y,-0.5402511655713323
lower_legs,acc_y,r_mall_y,-0.5751894381827355
head_neck,acc_z,c7_y,0.6259116317095088
additional_points,acc_z,SHO_y,0.6191038994101979
upper_legs,acc_z,l_knee_1_y,0.5860824783593344
trunk,acc_z,MIDASIS_y,0.5823556559888252
additional_points,acc_z,PO_y,0.5823556559888252
trunk,acc_z,r_asis_y,0.5646666048392518
trunk,acc_z,l_asis_y,0.5364072712209494
upper_body,acc_z,l_should_y,0.5008041067208575
lower_legs,ang_acc_gyro_x,r_mall_y,0.5334478180111318
feet,ang_acc_gyro_x,r_heel_y,0.5280359312176929
lower_legs,ang_acc_gyro_y,l_mall_y,-0.5358424300391619
feet,ang_acc_gyro_y,l_heel_y,-0.5474137858721578
lower_legs,ang_acc_gyro_z,l_mall_y,0.6059122553685024
feet,ang_acc_gyro_z,l_heel_y,0.6021639854057806
upper_legs,gyro_x,r_knee_1_y,0.7616006378297387
feet,gyro_x,r_met_y,0.6176599724882408
force,gyro_x,l_force_z,0.5133089665067307
force,gyro_x,r_force_y,-0.5133878256879463
feet,gyro_x,r_met_x,-0.5636902870343405
force,gyro_x,r_force_x,-0.5780839861077246
upper_legs,gyro_x,l_knee_1_y,-0.6209439255304062
trunk,gyro_y,l_asis_y,-0.5704957221461497
trunk,gyro_y,sacrum_s_y,-0.6358979234652057
trunk,gyro_y,MIDASIS_y,-0.6772858341934377
additional_points,gyro_y,PO_y,-0.6772858341934377
upper_body,gyro_y,r_should_y,-0.6775714975763107
head_neck,gyro_y,c7_y,-0.6859518699688407
additional_points,gyro_y,SHO_y,-0.6937830407196411
trunk,gyro_y,r_asis_y,-0.7107414222022432
upper_legs,gyro_y,l_knee_1_y,-0.7279196445367425
upper_legs,gyro_z,l_knee_1_y,0.6866124307563927
force,gyro_z,r_force_x,0.5507572818270301
force,gyro_z,r_force_y,0.5136498354482619
feet,gyro_z,l_met_y,0.5012521765909654
feet,gyro_z,r_met_y,-0.5395685356982419
upper_legs,gyro_z,r_knee_1_y,-0.5574333310707306
head_neck,mag_acc,c7_y,0.5101814366521937
trunk,mag_acc,MIDASIS_y,0.5084638329680732
additional_points,mag_acc,PO_y,0.5084638329680732
upper_legs,mag_gyro,r_knee_1_y,0.8584997295315409
feet,mag_gyro,r_met_y,0.6064180905649018
force,mag_gyro,l_force_z,0.5570312535572604
force,mag_gyro,r_force_x,-0.5213000979275144
feet,mag_gyro,r_met_x,-0.5469337208976391
upper_body,pitch,r_should_y,-0.5338862976616399
head_neck,pitch,c7_y,-0.5405670740737161
additional_points,pitch,SHO_y,-0.5475574645987437
trunk,pitch,sacrum_s_y,-0.5784559519086664
upper_legs,pitch,l_knee_1_y,-0.8528126244044811
force,roll,l_force_z,0.6471701528456153
upper_legs,roll,r_knee_1_y,0.5183162543802637
lower_legs,roll,r_mall_y,-0.787393810716594
feet,roll,r_heel_y,-0.8166798824267004
head_neck,vel_x,c7_z,0.9995738125613575
additional_points,vel_x,SHO_z,0.9995720925789081
trunk,vel_x,MIDASIS_z,0.999552051155534
additional_points,vel_x,PO_z,0.999552051155534
trunk,vel_x,l_asis_z,0.999551637332901
trunk,vel_x,sacrum_s_z,0.9995462401549968
upper_body,vel_x,r_should_z,0.9995421470171006
trunk,vel_x,r_asis_z,0.9995230297157852
upper_body,vel_x,l_should_z,0.999386425034927
upper_legs,vel_x,r_knee_1_z,0.9921037671109094
